200.25.224.0,200.25.239.255,4096,2005/09/02
200.25.240.0,200.25.255.255,4096,28/12/2005
200.26.128.0,200.26.159.255,8192,21/10/2005
200.29.96.0,200.29.111.255,4096,23/11/2004
200.29.112.0,200.29.127.255,4096,2007/02/05
200.30.64.0,200.30.79.255,4096,18/04/2001
200.30.80.0,200.30.95.255,4096,2005/12/05
200.30.96.0,200.30.127.255,8192,24/04/2001
200.31.64.0,200.31.95.255,8192,17/08/2001
200.31.192.0,200.31.207.255,4096,28/08/2001
200.31.208.0,200.31.223.255,4096,25/01/2007
200.35.32.0,200.35.47.255,4096,29/11/2004
200.35.48.0,200.35.63.255,4096,17/03/2006
200.58.192.0,200.58.207.255,4096,2002/05/07
200.58.208.0,200.58.223.255,4096,16/04/2003
200.58.224.0,200.58.239.255,4096,16/04/2003
200.61.128.0,200.61.159.255,8192,26/02/2001
200.68.128.0,200.68.191.255,16384,19/03/2001
200.69.96.0,200.69.111.255,4096,2002/11/06
200.69.112.0,200.69.127.255,4096,17/10/2002
200.71.32.0,200.71.47.255,4096,2002/09/07
200.71.48.0,200.71.63.255,4096,2003/12/03
200.71.64.0,200.71.79.255,4096,15/07/2002
200.71.96.0,200.71.111.255,4096,16/07/2002
200.73.0.0,200.73.63.255,16384,27/06/2001
200.73.64.0,200.73.95.255,8192,29/10/2002
200.74.128.0,200.74.159.255,8192,19/07/2001
200.75.32.0,200.75.63.255,8192,18/09/2001
200.75.64.0,200.75.95.255,8192,19/09/2001
200.80.0.0,200.80.63.255,16384,17/07/2001
200.85.224.0,200.85.239.255,4096,25/04/2002
200.85.240.0,200.85.255.255,4096,17/10/2003
200.89.96.0,200.89.111.255,4096,22/07/2003
200.89.112.0,200.89.127.255,4096,2005/08/04
200.89.192.0,200.89.207.255,4096,21/11/2002
200.89.208.0,200.89.223.255,4096,2004/12/08
200.89.224.0,200.89.239.255,4096,18/10/2002
200.89.240.0,200.89.255.255,4096,2005/09/06
200.91.192.0,200.91.223.255,8192,13/11/2002
200.91.224.0,200.91.255.255,8192,19/03/2003
200.93.128.0,200.93.159.255,8192,2002/04/12
200.93.160.0,200.93.191.255,8192,16/06/2003
200.106.128.0,200.106.143.255,4096,28/03/2003
200.106.160.0,200.106.191.255,8192,2003/09/06
200.106.192.0,200.106.223.255,8192,2005/11/08
200.110.96.0,200.110.111.255,4096,2003/09/09
200.110.128.0,200.110.159.255,8192,21/07/2003
200.114.0.0,200.114.15.255,4096,20/10/2003
200.114.16.0,200.114.31.255,4096,2006/02/05
200.114.32.0,200.114.63.255,8192,2007/10/05
200.115.96.0,200.115.111.255,4096,18/12/2003
200.115.112.0,200.115.127.255,4096,2005/12/10
200.116.0.0,200.116.127.255,32768,2003/07/10
200.116.128.0,200.116.255.255,32768,2004/11/10
200.118.0.0,200.118.127.255,32768,28/10/2003
200.118.128.0,200.118.255.255,32768,16/02/2005
200.119.0.0,200.119.31.255,8192,29/10/2003
200.119.32.0,200.119.63.255,8192,18/02/2004
200.119.64.0,200.119.127.255,16384,18/02/2004
200.122.192.0,200.122.223.255,8192,2004/04/06
200.122.224.0,200.122.239.255,4096,2007/05/01
200.122.240.0,200.122.255.255,4096,2007/10/05
200.123.224.0,200.123.239.255,4096,2004/06/02
200.124.160.0,200.124.175.255,4096,22/03/2004
201.216.0.0,201.216.31.255,8192,17/02/2005
201.216.32.0,201.216.63.255,8192,13/10/2006
201.217.192.0,201.217.223.255,8192,25/02/2005
201.219.192.0,201.219.223.255,8192,21/02/2005
201.220.32.0,201.220.47.255,4096,2005/01/09
201.220.48.0,201.220.63.255,4096,2006/10/08
201.220.64.0,201.220.79.255,4096,14/12/2005
201.220.80.0,201.220.95.255,4096,2006/01/06
201.221.128.0,201.221.143.255,4096,2005/11/05
201.221.144.0,201.221.159.255,4096,16/08/2005
201.221.160.0,201.221.175.255,4096,15/02/2006
201.221.176.0,201.221.191.255,4096,2006/03/10
201.228.0.0,201.228.127.255,32768,27/10/2005
201.228.128.0,201.228.255.255,32768,2006/10/07
201.232.0.0,201.232.127.255,32768,24/05/2005
201.232.128.0,201.232.255.255,32768,13/12/2005
201.233.0.0,201.233.127.255,32768,17/07/2006
201.233.128.0,201.233.255.255,32768,2007/02/01
201.236.192.0,201.236.223.255,8192,27/12/2005
201.236.224.0,201.236.255.255,8192,2006/05/06
201.244.0.0,201.244.255.255,65536,20/09/2005
201.245.0.0,201.245.255.255,65536,2004/06/08
216.241.0.0,216.241.31.255,8192,1987/01/01
